userId,movieId,plays
6,158,3
6,159,1
6,160,3
6,161,1
6,163,1
6,165,1
6,168,3
6,170,1
6,171,1
6,174,1
6,177,1
6,181,1
6,185,1
6,186,1
6,189,1
6,195,3
6,196,1
6,201,1
6,204,1
6,205,1
6,207,3
6,208,1
6,209,1
6,210,3
6,212,3
6,216,3
6,217,1
6,219,1
6,222,3
6,224,1
6,225,3
6,230,3
6,231,1
6,236,3
6,237,3
6,239,1
6,240,1
6,243,1
6,248,3
6,250,3
6,251,1
6,252,3
6,253,1
6,254,1
6,256,1
6,257,3
6,258,1
6,261,3
6,262,3
6,265,1
6,266,1
6,267,1
6,270,1
6,271,3
6,273,1
6,274,3
6,276,3
6,277,3
6,279,1
6,281,3
6,282,1
6,289,1
6,291,1
6,292,3
6,293,1
6,302,1
6,303,1
6,304,3
6,310,1
6,313,1
6,314,3
6,315,3
6,316,3
6,317,3
6,318,3
6,329,3
6,330,1
6,332,1
6,333,3
6,336,1
6,337,3
6,339,3
6,340,3
6,342,1
6,343,1
6,344,1
6,347,1
6,348,1
6,349,3
6,350,3
6,351,3
6,352,1
6,353,3
6,354,3
6,355,3
6,356,3
6,357,1
6,358,1
6,359,1
6,360,1
6,361,3
6,362,1
6,364,3
6,366,1
6,367,3
6,368,3
6,370,3
6,371,1
6,374,1
6,377,3
6,378,1
6,380,3
6,381,1
6,382,1
6,383,1
6,405,1
6,410,1
6,412,1
6,415,3
6,416,1
6,419,1
6,426,1
6,432,3
6,434,3
6,435,1
6,437,1
6,440,3
6,445,1
6,450,3
6,454,3
6,455,1
6,457,3
6,458,1
6,460,1
6,468,3
6,469,3
6,472,1
6,474,3
6,475,3
6,477,3
6,480,3
6,485,1
6,489,1
6,490,1
6,491,3
6,493,1
6,494,1
6,497,1
6,500,3
6,502,1
6,505,1
6,508,3
6,509,1
6,510,1
6,515,3
6,516,3
6,520,1
6,524,1
6,527,1
6,531,1
6,532,1
6,536,1
6,537,1
6,539,1
6,540,1
6,542,3
6,543,1
6,548,1
6,552,1
6,553,3
6,569,3
6,575,1
6,587,3
6,588,3
6,589,1
6,590,3
6,592,1
6,593,3
6,594,3
6,595,3
6,596,1
6,597,3
6,606,1
6,608,1
6,609,3
6,616,3
6,628,1
6,631,3
6,637,3
6,647,3
6,662,1
6,667,1
6,694,1
6,697,1
6,700,3
6,704,1
6,708,3
6,709,3
6,710,1
6,711,3
6,736,3
6,747,1
6,765,1
6,775,1
6,780,3
6,783,3
6,795,1
6,799,1
6,801,1
6,802,3
6,818,1
6,830,3
6,835,3
6,837,1
6,838,3
6,839,1
6,842,1
6,848,3
6,852,3
6,867,1
6,880,1
6,881,1
6,888,1
6,891,1
6,979,1
6,981,1
6,986,3
6,991,3
6,996,3
6,1004,3
6,1006,3
6,1042,1
6,1049,3
6,1061,3
6,1064,3
6,1073,1
6,1082,3
6,1084,1
7,1,3
7,50,3
7,58,1
7,150,3
7,165,3
7,260,3
7,356,3
7,380,1
7,466,3
7,480,3
7,588,1
7,592,1
7,593,3
7,595,1
7,648,3
7,750,3
7,780,3
7,920,1
7,924,3
7,1101,3
7,1196,3
7,1208,3
7,1210,3
7,1219,3
7,1220,3
7,1240,3
7,1270,3
7,1517,1
7,1584,3
7,1610,3
7,1617,1
7,1682,1
7,1917,3
7,1954,3
7,2019,3
7,2353,1
7,2529,3
7,2640,1
7,2671,3
7,2717,1
7,2762,3
7,2858,3
7,3114,3
7,3408,3
7,3793,1
7,3869,3
7,3916,3
7,3994,1
7,4018,3
7,4306,3
7,4370,3
7,4874,1
7,4886,3
7,4896,3
7,4963,3
7,4993,3
7,4995,3
7,5218,1
7,5349,1
7,5445,3
7,5459,1
7,5464,1
7,5618,3
7,5816,3
7,5952,3
7,5989,3
7,5991,3
7,6333,3
7,6365,3
7,6539,3
7,6863,3
7,7143,3
7,7153,3
7,7155,1
7,7445,3
7,8207,3
7,8360,1
7,8528,3
7,8636,3
7,8665,1
7,8798,3
7,8870,1
7,8908,3
7,8949,3
7,8957,3
7,8958,1
7,8961,3
7,8984,3
7,27741,1
7,30812,1
7,31878,1
7,32587,1
7,33162,1
7,34048,1
7,34319,3
7,37741,1
7,38388,1
7,42002,3
7,45499,3
7,45517,3
7,48783,3
7,49272,3
7,49278,1
7,49824,1
8,2,3
8,11,3
8,21,3
8,32,1
8,34,3
8,39,1
8,47,3
8,50,3
8,110,1
8,141,1
8,150,3
8,185,3
8,186,3
8,208,1
8,231,3
8,235,1
8,236,1
8,252,1
8,253,3
8,282,1
8,292,1
8,296,3
8,317,1
8,318,3
8,339,1
8,356,1
8,357,3
8,364,3
8,367,1
8,377,3
8,380,3
8,440,1
8,454,3
8,457,1
8,480,3
8,527,3
8,539,1
8,586,1
8,587,1
8,590,3
8,592,1
8,593,3
8,597,1
9,41,1
9,187,1
9,223,3
9,371,1
9,627,1
9,922,3
9,923,3
9,1095,3
9,1198,3
9,1270,3
9,1674,3
9,2011,1
9,2012,3
9,2023,1
9,2300,3
9,2877,1
9,3328,1
9,3735,1
9,4993,3
9,5218,3
9,5378,1
9,5445,3
9,5447,3
9,5451,3
9,5481,3
9,5843,1
9,5872,1
9,5890,3
9,5893,3
9,5902,3
9,5952,3
9,5956,3
9,5965,3
9,6001,3
10,356,1
10,588,3
10,597,1
10,912,3
10,1088,1
10,1247,1
10,1307,1
10,1784,1
10,1907,3
10,2671,1
10,3578,3
10,3882,1
10,4246,1
10,4306,3
10,4447,3
10,4993,3
10,4995,3
10,5066,1
10,5377,1
10,5620,1
10,5943,1
10,5952,3
10,5957,1
10,6155,1
10,6266,1
10,6377,1
10,6535,3
10,6942,3
10,7149,3
10,7151,1
10,7153,3
10,7154,3
10,7169,3
10,7293,1
10,7375,3
10,7451,1
10,7458,3
10,8529,1
10,8533,3
10,8636,1
10,8665,1
10,8808,1
10,8869,3
10,8969,1
10,30749,1
10,31685,3
10,33145,1
10,33679,1
10,33794,3
10,40629,1
10,40819,3
10,47099,1
10,49272,3
10,49286,3
10,51662,1
10,51705,3
10,54286,1
10,56367,1
10,56949,1
10,58047,1
10,58559,3
10,60397,1
10,63113,1
10,63992,3
10,66203,1
10,68954,3
10,69406,3
10,69844,1
10,70183,1
10,71579,3
10,72330,1
10,72407,1
10,72720,1
10,72737,1
10,73017,1
10,74450,1
10,78772,1
10,79091,3
10,80549,1
10,81845,3
10,81847,1
10,82167,1
10,84374,1
10,86548,1
10,87222,1
10,88163,3
10,88810,1
10,91104,1
10,91529,3
10,92259,3
10,94070,3
10,95167,3
10,95449,3
10,95510,1
10,95543,1
10,96079,3
10,98203,1
10,103335,3
10,103339,3
10,104374,3
10,106489,1
10,106696,3
10,109853,3
10,112006,3
10,113275,3
10,113394,3
10,129428,1
10,136020,3
10,137595,3
10,140110,3
11,6,3
11,10,1
11,36,3
11,95,1
11,110,3
11,150,3
11,153,1
11,165,1
11,170,3
11,208,1
11,292,3
11,318,3
11,349,3
11,356,3
11,368,1
11,377,1
11,380,3
11,434,1
11,457,3
11,466,1
11,474,3
11,480,3
11,493,1
11,511,3
11,529,3
11,589,3
11,593,3
11,648,3
11,733,3
11,736,3
11,780,3
11,1100,1
11,1101,3
11,1210,3
11,1358,3
11,1370,1
11,1385,1
11,1408,3
11,1438,1
11,1518,3
11,1552,3
11,1573,1
11,1584,3
11,1586,3
11,1597,3
11,1604,3
11,1608,3
11,1616,1
11,1687,1
11,1693,3
11,1704,3
11,1721,3
11,1784,3
11,1840,3
11,1917,3
11,1918,3
11,1923,3
11,2027,1
11,2028,3
12,39,3
12,168,3
12,222,3
12,256,3
12,261,3
12,277,1
12,357,1
12,543,1
12,830,3
12,838,3
12,920,3
12,1265,1
12,1357,3
12,1405,1
12,1721,3
12,1876,1
12,2072,3
12,2100,1
12,2421,1
12,2485,3
12,2572,3
12,2581,3
12,2694,3
12,2717,3
12,3668,3
12,3967,3
12,4018,3
12,5620,3
12,6942,3
12,8533,3
12,40629,3
12,63992,3
13,47,3
13,597,1
13,1173,1
13,1198,3
13,1590,3
13,1619,1
13,1639,3
13,1721,3
13,2145,1
13,2174,1
13,2571,3
13,3300,3
13,3513,1
13,3578,3
13,3624,3
13,3717,1
13,3753,3
13,3793,3
13,3798,3
13,3827,3
13,3863,3
13,3893,1
13,3897,3
13,3952,1
13,3977,1
13,3996,3
13,4011,3
13,4148,3
14,4,1
14,7,1
14,25,3
14,32,3
14,39,1
14,47,3
14,95,3
14,105,1
14,110,3
14,150,3
14,193,1
14,231,1
14,266,3
14,282,3
14,288,3
14,296,1
14,318,1
14,337,3
14,339,3
14,351,1
14,356,3
14,376,3
14,377,1
14,383,3
14,434,3
14,448,1
14,455,1
14,477,3
14,480,1
14,491,1
14,508,1
14,509,3
14,524,1
14,527,1
14,539,3
14,540,1
14,552,1
14,553,3
14,586,1
14,590,3
14,593,3
14,597,1
15,47,1
15,256,1
15,260,3
15,293,1
15,296,3
15,318,3
15,356,3
15,364,1
15,527,3
15,588,1
15,589,3
15,780,1
15,858,3
15,1196,3
15,1198,3
15,1200,3
15,1210,3
15,1214,3
15,1240,3
15,1265,1
15,1270,3
15,1347,1
15,1527,1
15,1653,3
15,2001,3
15,2011,3
15,2012,3
15,2028,1
15,2081,1
15,2150,3
15,2329,3
15,2571,3
15,2762,1
15,2858,3
15,2916,3
15,3147,3
15,3156,3
15,3499,3
15,3510,3
15,3535,1
15,3555,3
15,3578,3
15,3753,1
15,3949,3
15,3994,1
15,4018,3
15,4022,1
15,4306,1
15,4370,3
15,4720,3
15,4886,1
15,4993,1
15,4995,3
15,5445,3
15,5618,1
15,5952,1
15,5989,3
15,6377,1
15,6502,1
15,6874,1
15,7254,1
15,7438,1
15,8644,1
15,33493,3
15,48304,3
15,48774,1
15,48780,3
15,50872,1
15,56174,1
15,60069,1
15,63859,1
15,64614,3
15,68237,1
15,68954,1
15,69757,3
15,70286,1
15,71057,3
15,72998,1
15,79132,1
15,84152,3
15,84954,3
15,85414,1
15,91500,1
15,94864,1
15,96610,1
15,97938,3
15,101864,3
15,103249,1
15,104841,3
15,105504,3
15,109487,3
15,111759,3
15,112556,3
15,122886,3
15,134130,3
15,134853,3
15,143385,1
15,152077,3
15,152081,1
15,158872,1
15,160980,1
15,166528,3
15,166635,1
16,47,1
16,50,3
16,111,3
16,260,1
16,293,3
16,296,1
16,318,3
16,319,3
16,356,1
16,527,3
16,541,3
16,593,1
16,608,3
16,678,3
16,745,3
16,750,3
16,849,3
16,904,1
16,912,1
16,913,3
16,923,1
16,1089,3
16,1136,3
16,1147,3
16,1148,3
16,1186,1
16,1193,3
16,1196,1
16,1197,3
16,1198,1
16,1199,3
16,1201,1
16,1203,3
16,1207,3
16,1208,3
16,1213,1
16,1214,3
16,1219,1
16,1222,3
16,1223,3
16,1230,3
16,1247,3
16,1252,3
16,1260,3
16,1261,3
16,1267,3
16,1276,3
16,1281,1
16,1299,3
16,1617,1
16,1680,1
16,1704,1
16,2019,3
16,2109,1
16,2329,1
16,2490,1
16,2571,1
16,2641,1
16,2707,1
16,2723,1
16,2762,1
16,2858,1
16,2959,1
16,3000,3
16,3022,1
16,3108,3
16,3174,1
16,3429,1
16,3683,3
16,3741,3
16,3949,3
16,4002,1
16,4011,1
16,4226,3
16,4878,1
16,4973,3
16,4993,1
16,5618,3
16,5782,3
16,5952,1
16,5971,3
16,6350,1
16,7099,1
16,7153,1
16,7361,1
16,27611,3
16,27773,3
16,48394,3
16,58559,3
16,60069,3
16,68954,3
16,78499,3
16,79132,1
16,91529,3
17,1,3
17,44,1
17,47,3
17,50,3
17,110,3
17,111,3
17,150,1
17,260,3
17,293,1
17,296,3
17,318,3
17,356,3
17,480,3
17,527,3
17,541,1
17,589,3
17,590,3
17,592,3
17,593,3
17,750,3
17,780,3
17,858,3
17,899,1
17,904,3
17,910,1
17,1032,3
17,1036,3
17,1089,3
17,1090,3
17,1093,3
17,1100,1
17,1193,3
17,1196,3
17,1197,1
17,1198,3
17,1201,3
17,1206,3
17,1209,1
17,1210,3
17,1213,3
17,1221,3
17,1222,3
17,1228,3
17,1234,3
17,1240,3
17,1252,3
17,1258,3
17,1259,3
17,1263,3
17,1270,3
17,1291,3
17,1358,1
17,1375,1
17,1405,3
17,1466,1
17,1732,3
17,1967,3
17,2005,3
17,2019,1
17,2028,3
17,2194,3
17,2329,3
17,2502,3
17,2571,3
17,2717,1
17,2762,3
17,2858,3
17,2959,3
17,3039,3
17,3147,3
17,3263,3
17,3435,1
17,3508,3
17,3681,3
17,3702,1
17,3949,3
17,4226,3
17,4571,3
17,4993,3
17,5618,3
17,5782,3
17,5952,3
17,5971,3
17,6016,3
17,6350,3
17,6870,1
17,7099,3
17,7153,3
17,7482,3
17,27773,3
17,31658,3
17,33794,3
17,48394,3
17,48516,3
17,58559,3
17,60069,1
17,64839,1
17,68157,3
17,68358,3
17,77455,1
17,78499,3
17,79132,3
17,80463,3
17,81932,1
17,82459,3
18,1,1
18,2,1
18,6,3
18,16,3
18,32,3
18,36,3
18,47,3
18,50,3
18,70,1
18,110,3
18,111,3
18,145,1
18,163,3
18,165,3
18,180,3
18,208,1
18,223,3
18,235,3
18,260,3
18,288,3
18,293,3
18,296,3
18,318,3
18,329,3
18,337,3
18,356,3
18,364,1
18,370,1
18,431,3
18,442,1
18,457,1
18,480,1
18,500,1
18,508,3
18,527,3
18,541,3
18,555,3
18,586,1
18,588,1
18,589,3
18,590,3
18,593,3
18,595,1
18,608,3
18,628,1
18,648,1
18,653,1
18,673,1
18,745,3
18,778,3
18,780,3
18,849,1
18,858,3
18,904,3
18,908,3
18,913,3
18,919,3
18,923,3
18,924,3
18,1020,1
18,1036,3
18,1059,1
18,1080,3
18,1086,3
18,1089,3
18,1095,3
18,1136,3
18,1148,3
18,1193,3
18,1196,3
18,1198,3
18,1201,3
18,1203,3
18,1206,3
18,1207,3
18,1208,1
18,1209,3
18,1210,3
18,1212,3
18,1213,3
18,1214,3
18,1219,3
18,1221,3
18,1222,3
18,1223,3
18,1227,3
18,1234,3
18,1240,3
18,1245,3
18,1246,3
18,1247,3
18,1252,3
18,1260,3
18,1270,3
18,1275,1
18,1276,3
18,1291,3
18,1356,3
18,1370,1
18,1371,3
18,1374,3
18,1375,1
18,1391,1
18,1466,3
18,1527,1
18,1544,1
18,1580,1
18,1608,1
18,1617,3
18,1625,1
18,1653,1
18,1676,1
18,1682,1
18,1704,3
18,1721,3
18,1729,3
18,1732,3
18,1784,1
18,1805,1
18,1892,3
18,1917,1
18,1918,1
18,1954,3
18,1961,3
18,2000,3
18,2001,1
18,2002,1
18,2011,1
18,2012,1
18,2019,3
18,2028,3
18,2058,1
18,2115,3
18,2184,1
18,2194,1
18,2268,3
18,2278,1
18,2291,3
18,2324,3
18,2329,3
18,2409,3
18,2410,1
18,2411,1
18,2412,1
18,2420,3
18,2421,1
18,2422,1
18,2470,1
18,2490,1
18,2542,3
18,2571,3
18,2692,1
18,2706,1
18,2762,3
18,2918,1
18,2951,3
18,2953,1
18,2959,3
18,2997,3
18,3052,3
18,3081,3
18,3147,3
18,3253,1
18,3257,1
18,3275,3
18,3462,3
18,3578,3
18,3681,3
18,3702,1
18,3751,1
18,3793,3
18,3896,3
18,3949,3
18,4007,3
18,4011,3
18,4226,3
18,4239,3
18,4262,3
18,4306,3
18,4327,3
18,4383,3
18,4643,1
18,4728,1
18,4816,1
18,4886,3
18,4896,1
18,4963,3
18,4973,3
18,4993,3
18,4995,3
18,5008,3
18,5120,3
18,5218,3
18,5266,1
18,5349,3
18,5418,3
18,5445,3
18,5464,3
18,5481,1
18,5574,1
18,5608,3
18,5669,1
18,5679,3
18,5816,1
18,5903,1
18,5952,1
18,5956,3
18,5989,3
18,5995,3
18,6287,1
18,6300,3
18,6333,3
18,6365,1
18,6373,1
18,6377,3
18,6378,1
18,6440,3
18,6534,1
18,6539,3
18,6709,1
18,6787,3
18,6807,3
18,6863,1
18,6870,3
18,6874,1
18,6934,1
18,7018,1
18,7147,3
18,7153,3
18,7254,3
18,7293,1
18,7317,1
18,7323,1
18,7361,3
18,7373,1
18,7438,1
18,7753,1
18,7843,3
18,8117,3
18,8360,1
18,8361,1
18,8368,1
18,8644,1
18,8665,3
18,8784,1
18,8798,3
18,8917,1
18,8950,3
18,8957,1
18,8958,3
18,8961,1
18,8984,1
18,26444,1
18,26614,1
18,27716,3
18,27773,1
18,27831,1
18,27878,3
18,30793,3
18,30812,3
18,32460,1
18,32587,1
18,33004,1
18,33615,1
18,33794,3
18,34150,1
18,34405,1
18,36519,1
18,36529,3
18,37729,3
18,37733,3
18,37741,3
18,38038,3
18,38061,3
18,40819,3
18,44022,1
18,44191,3
18,44199,3
18,44555,3
18,44665,3
18,45499,3
18,45517,1
18,45722,3
18,46578,1
18,47200,1
18,47491,3
18,48394,3
18,48516,3
18,48780,3
18,49651,1
18,50872,1
18,51357,3
18,51540,3
18,51662,1
18,52604,3
18,53125,1
18,53129,1
18,53972,1
18,53996,1
18,54272,1
18,54286,3
18,55118,3
18,55247,1
18,55276,3
18,55290,3
18,55765,3
18,56757,3
18,57640,1
18,57669,3
18,58295,1
18,58299,3
18,58559,3
18,59315,3
18,59784,3
18,60040,1
18,60684,1
18,60756,1
18,62434,1
18,63131,1
18,64197,3
18,64614,1
18,64839,1
18,64957,1
18,65596,3
18,66934,3
18,67255,3
18,68073,3
18,68157,1
18,68159,3
18,68319,3
18,68358,1
18,68954,3
18,69122,1
18,69640,3
18,69757,3
18,69951,1
18,70286,1
18,71108,3
18,71156,1
18,71899,3
18,72011,1
18,72378,1
18,72998,3
18,73017,3
18,73268,1
18,73321,1
18,73323,3
18,73499,1
18,74458,3
18,74510,3
18,74789,1
18,74948,3
18,76077,1
18,76251,3
18,77561,3
18,78469,1
18,78499,3
18,79132,3
18,79293,1
18,79592,1
18,79695,1
18,79702,3
18,80219,1
18,80489,3
18,81788,3
18,83349,1
18,84392,3
18,85354,3
18,85414,1
18,86190,1
18,86332,1
18,86628,3
18,86880,1
18,87232,3
18,88094,1
18,88129,1
18,88140,3
18,89745,3
18,90600,3
18,91485,1
18,91500,3
18,91529,3
18,91542,3
18,91658,1
18,92094,1
18,96432,3
18,96488,3
18,96610,1
18,96655,3
18,97752,1
18,97938,1
18,98124,3
18,98585,1
18,98809,3
18,99114,3
18,99728,1
18,99813,3
18,102125,1
18,102445,3
18,102903,3
18,103253,1
18,103772,3
18,104241,1
18,104879,1
18,106072,1
18,106487,3
18,106489,1
18,106782,1
18,106839,3
18,107846,1
18,109374,3
18,109487,3
18,110102,1
18,111362,3
18,111759,1
18,112183,1
18,112334,3
18,112421,3
18,112552,3
18,112852,3
18,114060,1
18,114066,3
18,115713,3
18,116797,3
18,116823,1
18,117176,3
18,118900,1
18,119145,3
18,122886,3
18,122892,1
18,122900,3
18,122904,1
18,122918,3
18,122920,1
18,122924,3
18,122926,1
18,128620,1
18,134130,3
18,134853,1
18,135569,1
18,139385,1
18,140289,3
18,141688,3
18,142488,3
18,144210,3
18,145283,1
18,148626,3
18,150548,3
18,155168,3
18,157108,3
18,157110,3
18,158238,3
18,158972,1
18,159093,1
18,160438,1
18,161582,3
18,162350,1
18,162606,1
18,164179,1
18,166015,1
18,166635,3
18,168252,3
18,171023,3
18,176101,1
18,177593,3
18,180095,1
18,180777,3
18,185135,3
19,1,3
19,2,1
19,3,1
19,13,1
19,32,3
19,34,3
19,44,1
19,47,1
19,118,1
19,135,1
19,158,1
19,165,1
19,170,1
19,223,1
19,235,3
19,252,1
19,253,1
19,258,1
19,260,3
19,293,3
19,295,1
19,330,1
19,339,1
19,353,3
19,357,3
19,364,1
19,367,3
19,368,1
19,370,1
19,377,3
19,378,1
19,380,1
19,407,1
19,422,1
19,423,1
19,427,1
19,432,1
19,434,1
19,440,1
19,442,1
19,457,3
19,466,1
19,468,1
19,474,1
19,497,1
19,513,1
19,539,1
19,541,3
19,543,1
19,551,3
19,586,1
19,587,1
19,588,1
19,589,3
19,592,3
19,597,1
19,610,1
19,648,1
19,661,1
19,674,3
19,708,1
19,711,1
19,720,3
19,724,3
19,733,1
19,742,1
19,745,3
19,761,1
19,783,3
19,799,1
19,818,3
19,837,3
19,852,3
19,903,3
19,904,3
19,906,1
19,910,3
19,911,1
19,913,3
19,921,1
19,924,1
19,930,1
19,931,3
19,933,3
19,986,1
19,1016,1
19,1020,1
19,1047,1
19,1057,1
19,1073,3
19,1077,1
19,1079,3
19,1086,3
19,1089,1
19,1097,3
19,1127,1
19,1129,1
19,1136,1
19,1148,3
19,1193,3
19,1196,3
19,1197,3
19,1198,3
19,1200,1
19,1210,1
19,1214,3
19,1215,1
19,1219,3
19,1234,3
19,1238,1
19,1240,3
19,1256,3
19,1257,1
19,1259,1
19,1265,3
